,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.000142,0.999046972,0.921473,1.08689,0.9963839260152394,1.0017100179847607,-0.0009530280000000009,0.030366506796139742
V,0.62827,0.630768726,0.142745,1.50521,0.607559465387203,0.653977986612797,-0.369231274,0.4542071845912763
Q,0.574609,0.5789303288,0.0557907,1.56246,0.5554939641938557,0.6023666934061442,-0.4210696712000003,0.49864633693408106
Vp,1.131445,1.115437968,0.602152,1.29099,1.1075769284814612,1.1232990075185387,0.11543796800000003,0.1461270983531118
Ka,0.585156,0.591591802,0.12653,1.50861,0.5685981349732823,0.6145854690267178,-0.4084081979999998,0.4852584489384457
BCL,0.966953,0.967572254,0.764432,1.38551,0.9617086021891806,0.9734359058108194,-0.032427745999999986,0.07428179364970935
BV,1.23607,1.224449652,0.273534,1.71242,1.2048633260639128,1.2440359779360874,0.22444965200000003,0.316559434878381
BQ,0.01,0.2933468774,0.01,3.2795,0.2480432825931561,0.33865047220684386,-0.7066531226000026,0.8751939764713279
BVp,0.991743,1.009250766,0.685461,1.97259,0.9981441928809078,1.0203573391190923,0.009250766000000011,0.1269225751110889
BKa,0.797312,0.7996380168,0.01,1.34949,0.7823811930063631,0.8168948405936369,-0.20036198319999993,0.2807640536975422
RUV,1.7099600000000001,1.71737872,1.30891,2.27855,1.7023213820630982,1.7324360579369016,0.7173787199999997,0.737620008035845
