,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,0.996151,0.99569399,0.866698,1.06449,0.9887972768367337,1.0025907031632664,-0.00430601,0.035275377125553176
V,0.9834495,0.95667359,0.01,1.94641,0.8566528417882516,1.0566943382117482,-0.043326410000000024,0.5096064414308722
Q,0.8418125,1.02075271,0.376474,6.72894,0.8820574623712731,1.1594479576287269,0.020752710000000018,0.704400487969557
Vp,1.05772,1.04809736,0.405083,1.75378,0.9831360615318293,1.113058658468171,0.04809736,0.3332688842701941
Ka,0.9273845000000001,0.95520577,0.570309,1.53133,0.918210591704737,0.992200948295263,-0.04479423,0.1930762961412146
BCL,0.990414,0.99242032,0.826424,1.18689,0.979663991561609,1.005176648438391,-0.00757968,0.06520033989297909
BV,1.089495,1.66029554,0.01,13.3207,1.2166131452262356,2.103977934773764,0.66029554,2.347169956551941
BQ,0.5671055,0.656890195,0.01,4.03707,0.5276748207819751,0.7861055692180249,-0.3431098049999997,0.7402840133975829
BVp,0.875006,0.97957594,0.573741,1.86545,0.9212811158222797,1.0378707641777205,-0.020424060000000008,0.2966411054264733
BKa,0.927937,0.94004117,0.494294,1.40297,0.9027688109354692,0.9773135290645307,-0.05995883000000001,0.19848806920459983
RUV,1.0020250000000002,1.00188182,0.822984,1.12598,0.9896505029130473,1.0141131370869525,0.0018818199999999985,0.06212152172588818
