,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.001515,1.001674132,0.91347,1.13138,0.9988743729644898,1.0044738910355102,0.001674131999999996,0.03195359469086382
V,0.9740385,0.964425683,0.01,2.02852,0.9246453253204976,1.0042060406795024,-0.035574317000000015,0.45478237622834816
Q,0.8881905,1.009383548,0.236471,3.55457,0.9696309080333289,1.049136187966671,0.009383548000000004,0.45317013451057014
Vp,1.0344600000000002,1.043318508,0.322892,1.74017,1.0175023652859656,1.0691346507140345,0.043318508000000006,0.29740613755135586
Ka,0.960699,0.96466891,0.50596,1.53178,0.9493632154240639,0.9799746045759361,-0.03533108999999996,0.17798562097549903
BCL,0.9920519999999999,0.992726432,0.810991,1.19941,0.9869700123714212,0.9984828516285787,-0.007273568000000001,0.06600963116927713
BV,1.134525,1.3272498124,0.01,11.7426,1.2129621333063474,1.4415374914936527,0.32724981239999973,1.3430506824490083
BQ,0.5394855000000001,0.671344372,0.01,2.7432,0.6141511319489807,0.7285376120510192,-0.32865562799999976,0.7300146595063197
BVp,0.9229925,0.976639022,0.400157,2.09303,0.9537102518067254,0.9995677921932745,-0.023360978000000004,0.26236828115558863
BKa,0.9431050000000001,0.941418998,0.267335,1.45928,0.9237096282116157,0.9591283677883842,-0.05858100199999998,0.21016839368341284
RUV,0.9946904999999999,0.992233966,0.78251,1.1801,0.9859426354411739,0.9985252965588262,-0.007766034000000004,0.07212354503224308
