,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.003475,1.003139544,0.905987,1.2422,1.0002385655498687,1.0060405224501312,0.003139544000000001,0.033212060970255974
V,0.783058,0.79867962,0.36137,1.74977,0.7783880395813763,0.8189712004186238,-0.20132037999999966,0.3066193106094852
Q,0.716298,0.72863742,0.216809,1.60193,0.7084847760160466,0.7487900639839533,-0.2713625800000002,0.35551825986749547
Vp,1.117385,1.0961279,0.582451,1.27041,1.0872987855450047,1.1049570144549952,0.09612790000000007,0.13916389716488972
Ka,0.730011,0.741143708,0.281793,1.51451,0.7213625193648808,0.7609248966351191,-0.25885629200000004,0.34327145984382085
BCL,0.9823625,0.98163643,0.790437,1.17839,0.9760569899333513,0.9872158700666487,-0.018363569999999992,0.0661889930455057
BV,1.287165,1.258786592,0.01,2.07677,1.2344180919452572,1.283155092054743,0.258786592,0.3796147531748682
BQ,0.01,0.4258440462,0.01,3.94153,0.36114430330132036,0.49054378909867963,-0.5741559538000022,0.93456826096498
BVp,0.9362245,0.941450556,0.69856,1.4531,0.9321244143873137,0.9507766976126864,-0.05854944399999993,0.12135161479375542
BKa,0.8114665,0.820538128,0.01,1.44329,0.8047922559439656,0.8362840000560344,-0.17946187199999988,0.25379645093810116
RUV,1.41124,1.44711446,1.12089,1.99102,1.4316309968248406,1.4625979231751596,0.44711446,0.4806796390842861
