,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.13416,1.13488326,0.947915,1.44828,1.118334309610417,1.151432210389583,0.13488326,0.15890709756879962
V,1.14933,1.2522875,1.00727,2.66898,1.2006705462267742,1.3039044537732258,0.2522875,0.36374735391889795
Ka,19.6405,3.9435201949412655e+20,1.55192,3.94352e+22,-3.7856369735127656e+20,1.1672677363395296e+21,3.943520194941266e+20,3.9435200000000047e+21
BCL,1.318755,1.44139138,0.837868,2.63882,1.3649875347276708,1.5177952252723292,0.44139138000000006,0.5875954990840384
BV,0.671562,1.092756872,0.01,4.75633,0.8854562407319907,1.3000575032680093,0.09275687199999999,1.0564539651359435
BKa,12.722349999999999,367.1789062,0.01,32573.1,-273.06119727352853,1007.4190096735285,366.17890619999963,3270.779517072429
RUV,11.220500000000001,10.3701563,3.77894,16.3061,9.629410234669471,11.110902365330528,9.370156300000001,10.096571241685416
