,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.01239,1.012926052,0.934351,1.1116,1.0101917232409054,1.0156603807590947,0.012926052000000009,0.033738352775202284
V,1.4194399999999998,1.478975432,0.59107,2.62677,1.4366371874224488,1.521313676577551,0.47897543200000026,0.679900102183234
Q,1.01886,36.252749642800005,0.0191025,17493.7,-32.31638200136427,104.82188128696427,35.252749642800026,782.2980295117532
Vp,0.7948815,0.7384606834,0.01,1.28022,0.7123774434030234,0.7645439233969766,-0.2615393166000001,0.3959512716371669
Ka,1.371115,1.366149626,0.555282,2.17686,1.3351283821191502,1.3971708698808496,0.36614962599999984,0.5089884313157362
BCL,0.9816435,0.981747114,0.802293,1.20329,0.9759947536985395,0.9874994743014606,-0.01825288599999999,0.0680548739940792
BV,0.8755520000000001,0.943259322,0.136436,1.8438,0.9171806670164011,0.9693379769835988,-0.05674067799999998,0.30259384163255215
BQ,1.0929600000000002,1.2594037466,0.01,4.58705,1.1585018968783305,1.3603055963216697,0.25940374660000054,1.178902639083209
BVp,1.121455,1.357541228,0.01,10.2702,1.286494787298103,1.4285876687018972,0.3575412280000002,0.8851617467062254
BKa,1.235785,1.180168136,0.01,1.95787,1.149871449809236,1.2104648221907641,0.18016813599999995,0.3894779187191799
RUV,2.169645,2.16779814,1.44094,2.76011,2.1492038718910575,2.1863924081089423,1.1677981400000002,1.1868717331109542
