,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.001185,1.000644972,0.679411,1.19338,0.9968275851926531,1.0044623588073467,0.0006449720000000015,0.04351270322960872
V,1.09523,1.10352918,0.716487,1.92256,1.0897100619538544,1.1173482980461455,0.10352917999999993,0.18848014196575721
Q,0.9929185,1.045400468,0.648847,3.55048,1.0238383278634227,1.0669626081365773,0.04540046800000002,0.24990880235900456
Vp,0.9682885000000001,0.96197024,0.45019,1.21282,0.9535415527417198,0.9703989272582801,-0.03802976,0.10331803615644268
Ka,1.03874,1.048178072,0.668889,1.59289,1.0367927338599483,1.0595634101400517,0.048178072000000044,0.13841729878709524
BCL,0.9942035,0.995828062,0.724519,1.65112,0.9889575451408606,1.0026985788591394,-0.0041719380000000035,0.07841643527254978
BV,1.01289,1.008023744,0.01,1.80516,0.9886173833440205,1.0274301046559793,0.008023743999999998,0.22132570774192498
BQ,0.933593,1.045313682,0.01,6.00641,0.9821114297380363,1.1085159342619635,0.04531368200000001,0.7217592168744711
BVp,1.0092750000000001,1.015705728,0.63047,1.67756,1.0029991380174395,1.0284123179825604,0.015705728,0.14567003369558204
BKa,0.998847,0.996447446,0.526496,1.42593,0.9832584750684712,1.0096364169315288,-0.0035525540000000016,0.1503607020039944
RUV,1.06944,1.078009316,0.902088,1.74056,1.071810374768522,1.084208257231478,0.0780093160000001,0.10524756092541052
