,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.0001440000000001,1.00090596,0.867806,1.2588,0.9978929453368036,1.0039189746631967,0.0009059599999999948,0.03435219636331858
V,0.528203,0.5999669066,0.01,2.37353,0.5568405358884742,0.6430932773115258,-0.40003309340000015,0.6337371101265429
Q,0.6531465,0.7373455696,0.0497288,3.55009,0.7047029774892647,0.7699881617107353,-0.2626544304000001,0.45541115124887627
Vp,1.209575,1.207766948,0.116166,1.72694,1.1831031810102612,1.2324307149897387,0.20776694799999992,0.34954911780038017
Ka,0.609691,0.679927006,0.300911,1.74794,0.6587773286501434,0.7010766833498566,-0.32007299399999967,0.40068878301716165
BCL,0.974585,0.976770194,0.784151,1.31579,0.970577652902426,0.9829627350975739,-0.02322980600000002,0.07430287814098455
BV,1.7827199999999999,3.037531756,0.01,12.8822,2.76252985502497,3.3125336569750297,2.037531755999998,3.738348656694364
BQ,0.01,0.4684523594,0.01,5.05136,0.38723026006057537,0.5496744587394247,-0.5315476406000024,1.0674678305967233
BVp,0.8474345,0.885940216,0.434708,3.10421,0.8668244846874236,0.9050559473125763,-0.11405978399999996,0.2459187341870319
BKa,0.7220610000000001,0.711504366,0.01,1.79098,0.6870901865112509,0.7359185454887491,-0.2884956339999999,0.40081922722527913
RUV,1.57998,1.63391366,1.16661,2.64788,1.611587570961872,1.6562397490381278,0.6339136600000004,0.6830776104292985
