,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.001325,1.00324786,0.687475,1.28813,0.999314747253643,1.0071809727463572,0.0032478600000000035,0.04494439196736339
V,0.9981215,0.9801530988,0.01,2.12344,0.9472248458545418,1.0130813517454582,-0.019846901200000003,0.37581777411298634
Q,0.908811,1.063991588,0.313807,14.3959,0.9894698804572795,1.1385132955427204,0.06399158800000002,0.8517538722237781
Vp,1.025855,1.03687306,0.271935,1.71845,1.0156005527254646,1.0581455672745355,0.03687306000000006,0.24523716307891025
Ka,0.9464875,0.969443562,0.600462,2.15372,0.9543157911565272,0.9845713328434729,-0.03055643799999997,0.1751025752106177
BCL,0.9936020000000001,0.995733944,0.828929,1.59781,0.9888727062331925,1.0025951817668075,-0.004266055999999999,0.07831589904850737
BV,1.1092149999999998,1.2331923886,0.01,11.6274,1.1444462084038094,1.3219385687961906,0.2331923886000001,1.038000389517342
BQ,0.6845300000000001,0.8121733942,0.01,12.9939,0.7255429220698552,0.8988038663301449,-0.1878266057999997,1.0050605128823757
BVp,0.923848,0.963971804,0.480194,2.37356,0.9434886769617268,0.9844549310382733,-0.03602819600000001,0.23621616877783774
BKa,0.9254465000000001,0.93333881,0.01,1.64078,0.9149038379569168,0.9517737820430832,-0.06666119,0.220430279304396
RUV,1.02256,1.025254982,0.860814,1.71291,1.0180963320829257,1.0324136319170745,0.02525498200000002,0.0854086121478741
