,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.096285,1.29168502,0.603623,20.4404,0.9120710812848765,1.6712989587151237,0.29168501999999996,1.9490821461281924
V,1.472235,1.433074147,0.01,2.51726,1.37531703365135,1.4908312603486498,0.4330741470000002,0.5229950473074874
Ka,2.56607,18.658593432,0.0683932,367.204,10.12881548195541,27.18837138204459,17.658593431999993,46.76411953782835
BCL,1.93127,2.0525759,0.96614,12.064,1.8404095713403166,2.264742228659683,1.0525759,1.5059902718148612
BV,2.96553,2.72370134,0.01,4.01632,2.567238955384261,2.8801637246157386,1.72370134,1.8979051475259188
BKa,1.380525,3.544928262,0.01,35.7123,2.4008217405734227,4.689034783426577,2.5449282619999973,6.341212650216001
RUV,8.08082,7.6920908,2.42696,12.468,7.128564880222704,8.255616719777295,6.6920908,7.277918768732585
