,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.00132,0.999408452,0.662935,1.10105,0.9959046450957435,1.0029122589042565,-0.0005915479999999984,0.0399383380974722
V,0.3515515,0.4253962032,0.01,2.55231,0.3891046400322804,0.4616877663677196,-0.5746037968000013,0.7079943587146065
Q,0.1902215,100724.8475000582,0.01,50362200.0,-96691.34710669429,298141.04210681067,100723.84750005821,2252266.0092078433
Vp,1.0721699999999998,1.1898135064,0.0942212,15.0475,1.1078469831749984,1.2717800296250015,0.18981350639999994,0.9532859572761527
Ka,0.2463865,0.3998122236,0.0826837,1.85302,0.36824200102712973,0.4313824461728703,-0.6001877764000002,0.6997803482316404
BCL,0.9322874999999999,0.934315662,0.655789,1.13265,0.9280139672686172,0.9406173567313829,-0.06568433799999995,0.0973287244405782
BV,0.01,0.8430202364,0.01,13.5071,0.6500086303393244,1.0360318424606756,-0.15697976360000013,2.2054061672138445
BQ,0.01,0.4484990728,0.01,10.0517,0.37448983073600206,0.522508314863998,-0.5515009272000022,1.0077973610628554
BVp,1.2972899999999998,1.406432402,0.01,8.94528,1.3270711242459179,1.4857936797540823,0.40643240199999975,0.9916229476253897
BKa,0.5109275,0.4125029836,0.01,1.00621,0.3866867808155531,0.4383191863844469,-0.5874970164000012,0.6570594072738694
RUV,2.9716899999999997,3.02591974,2.10497,4.63532,2.9850810168160393,3.0667584631839606,2.0259197399999986,2.0787005063350033
