,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,0.998973,0.998086114,0.722399,1.27166,0.9944513939364401,1.00172083406356,-0.0019138860000000042,0.041470201530906504
V,1.04893,1.054278904,0.742394,1.39039,1.0460851382200806,1.0624726697799194,0.05427890399999996,0.10801529149367699
Q,0.994159,1.008065122,0.705381,1.71395,0.9981449349753391,1.0179853090246611,0.008065121999999996,0.11335068875489905
Vp,0.982229,0.981160972,0.776652,1.14403,0.9760905290297539,0.986231414970246,-0.018839028000000008,0.0607825811471346
Ka,1.014675,1.020731922,0.640621,1.39909,1.0119578629127866,1.0295059810872134,0.020731922000000007,0.10212707091202605
BCL,0.993768,0.994493152,0.815183,1.36351,0.9883402775233835,1.0006460264766164,-0.005506848000000002,0.0703420765959891
BV,1.039035,1.03855304,0.224376,1.4821,1.0250886327129833,1.0520174472870167,0.038553040000000025,0.15822668085251615
BQ,1.0937549999999998,1.187359064,0.258568,5.95081,1.137107473527438,1.237610654472562,0.1873590639999996,0.6025995232894495
BVp,1.0346549999999999,1.033630816,0.615761,1.45324,1.0247405594478363,1.0425210725521639,0.03363081599999999,0.1067603903360605
BKa,0.987032,0.990702714,0.581649,1.51195,0.9776888328302047,1.0037165951697953,-0.009297285999999993,0.1486142802756519
RUV,1.04209,1.04549868,0.891459,1.67599,1.040553477547171,1.0504438824528288,0.04549867999999997,0.07243481834979638
