,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,0.9997615,0.999714682,0.741553,1.25089,0.9961932378332385,1.0032361261667615,-0.00028531800000000196,0.040135988400860384
V,0.9884744999999999,0.9768032668,0.01,2.1454,0.9439000704982334,1.0097064631017665,-0.023196733200000035,0.37572452491809494
Q,0.8949389999999999,1.040053252,0.327089,10.2941,0.9766088579508097,1.1034976460491905,0.040053252000000004,0.7242035816619271
Vp,1.02376,1.035190114,0.276434,1.73981,1.0138415864885564,1.0565386415114435,0.035190113999999974,0.24584724328296628
Ka,0.9385545,0.962516686,0.601391,1.83847,0.9483055702441087,0.9767278017558912,-0.037483314000000004,0.16624911876040124
BCL,0.9935175,0.994831692,0.747573,1.42941,0.9884249275135597,1.0012384564864403,-0.005168308000000006,0.07320252742508279
BV,1.14999,1.2662627068,0.01,11.1704,1.175889345152967,1.356636068447033,0.26626270679999997,1.0638713191395484
BQ,0.64802,0.7606408764,0.01,7.22406,0.6879181436461268,0.8333636091538732,-0.23935912359999947,0.8627130572280087
BVp,0.9184209999999999,0.960337762,0.399985,2.26476,0.9388283982513707,0.9818471257486293,-0.03966223800000003,0.24833650578229133
BKa,0.9194465,0.923458464,0.365137,1.79136,0.9058272584977625,0.9410896695022375,-0.07654153600000001,0.21503208743096003
RUV,1.006455,1.011562422,0.844366,1.94146,1.0041966983988808,1.018928145601119,0.011562421999999987,0.08474191092163308
