,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.0174050000000001,1.020217396,0.837085,1.39514,1.0153225914173947,1.0251122005826054,0.020217396000000002,0.059337993129461336
V,0.955945,0.8915619986,0.01,1.81794,0.8600418966285197,0.9230821005714802,-0.10843800140000001,0.3752535322529697
Q,1.09733,1.220821932,0.503041,3.67942,1.179336370610594,1.262307493389406,0.22082193200000008,0.5218471907474099
Vp,1.074865,1.116778926,0.564064,1.84983,1.0955140379358357,1.1380438140641644,0.11677892600000005,0.2690294795294634
Ka,0.990583,1.015910334,0.694357,1.58177,1.0032172514028854,1.0286034165971145,0.015910334000000005,0.14553920963316377
BCL,1.2084350000000001,1.213248904,0.877515,1.73501,1.204423153010444,1.2220746549895563,0.21324890400000002,0.23578252394362906
BV,1.9128500000000002,2.134669338,0.01,14.4324,2.022033414150916,2.247305261849084,1.1346693379999984,1.7133237664834802
BQ,1.00744,1.0044060076,0.01,5.00631,0.9355182449298038,1.0732937702701963,0.004406007599999969,0.7851472250913605
BVp,1.0441449999999999,1.07562172,0.493885,2.7721,1.0551248641257975,1.0961185758742025,0.07562172000000002,0.24554383300030153
BKa,0.978333,0.987544532,0.392159,1.72742,0.969893065771651,1.005195998228349,-0.01245546799999999,0.20156435423252797
RUV,1.007555,1.017474416,0.805146,1.86579,1.008619887636616,1.026328944363384,0.017474416,0.1024194810955416
