,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.0034399999999999,1.002295076,0.92491,1.09226,0.9995946371787182,1.004995514821282,0.0022950760000000014,0.030863178256103192
V,0.4769485,0.551138964,0.160034,1.85398,0.5305245155791081,0.5717534124208918,-0.44886103599999955,0.5066333372892627
Q,0.395525,0.4672844956,0.0559279,2.53419,0.44593093335356937,0.48863805784643066,-0.5327155043999996,0.5856758992045922
Vp,1.15072,1.132896866,0.446357,1.47358,1.125048442483778,1.140745289516222,0.132896866,0.1601968686702396
Ka,0.413222,0.488973622,0.128858,1.57033,0.46944620562863854,0.5085010383713614,-0.511026378,0.5573875489251566
BCL,0.9688114999999999,0.9682268980000001,0.771144,1.18934,0.9625467999322614,0.9739069960677387,-0.03177310199999999,0.07211459135973802
BV,1.3888850000000001,1.3617233,0.01,2.14783,1.338356713462843,1.385089886537157,0.36172329999999986,0.4491859546030842
BQ,0.01,0.1983171184,0.01,3.64558,0.15715816742424843,0.23947606937575155,-0.8016828816000048,0.9288440734639991
BVp,0.962163,0.981310502,0.707301,1.97149,0.9699960826951081,0.992624921304892,-0.018689497999999995,0.13030120245146626
BKa,0.673815,0.6893314892,0.01,1.3323,0.6732073063590858,0.7054556720409142,-0.3106685107999997,0.3609531240743741
RUV,1.869685,1.87175558,1.29252,2.59104,1.8526185031355826,1.8908926568644175,0.8717555800000004,0.8986268672180908
