,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.00352,1.004607632,0.806036,1.31075,1.0008883435074856,1.0083269204925143,0.004607631999999994,0.04263954794905781
V,1.030195,1.037772102,0.527193,2.0308,1.0270145540364461,1.0485296499635537,0.03777210199999995,0.12829350122674962
Q,1.00114,1.037702192,0.648385,2.79029,1.020196355433518,1.055208028566482,0.037702191999999995,0.20305031845944008
Vp,1.012915,1.007011728,0.467594,1.32738,1.000031031881904,1.013992424118096,0.007011727999999997,0.07986949928692429
Ka,1.005735,1.0117422680000001,0.720401,1.78246,1.0023730332720047,1.0211115027279956,0.011742268,0.10742769485273336
BCL,1.046875,1.050823996,0.789165,1.48239,1.0439313905670777,1.0577166014329225,0.05082399600000008,0.09356442162476081
BV,1.164345,1.172109692,0.345765,2.90086,1.1533371407127608,1.1908822432872392,0.172109692,0.2745890187459069
BQ,0.906603,0.985951363,0.01,5.27447,0.9324095468466438,1.0394931791533562,-0.01404863699999999,0.6103941157745008
BVp,1.023545,1.03116557,0.666935,1.74261,1.0196070074926917,1.0427241325073082,0.03116557000000003,0.13537277845699267
BKa,0.963101,0.962425192,0.59175,1.51878,0.9509330672560161,0.9739173167439839,-0.037574808000000015,0.13626236176219744
RUV,1.002605,1.007617446,0.862875,1.77492,1.0015101839111835,1.0137247080888165,0.007617446000000009,0.07002190183956734
