,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.00068,1.00084617,0.839454,1.19348,0.9974731175031758,1.0042192224968243,0.0008461699999999987,0.03845302032738133
V,1.0247549999999999,0.997161767,0.01,2.2961,0.9635965399935001,1.0307269940065,-0.0028382330000000138,0.3825636681139906
Q,0.9080649999999999,1.083975106,0.146295,9.72361,1.005717209598248,1.162233002401752,0.08397510599999994,0.8958735425569652
Vp,1.005185,1.024529808,0.185006,1.75777,1.002540995422813,1.046518620577187,0.024529807999999997,0.25181082689537404
Ka,0.962028,0.981225932,0.69209,2.32795,0.9663930340339653,0.9960588299660347,-0.018774068000000005,0.17009433018239034
BCL,0.9941165000000001,0.993725116,0.813693,1.27767,0.9877740025177556,0.9996762294822444,-0.006274884000000008,0.0681162946612923
BV,1.0823999999999998,1.20591543,0.01,10.051,1.1272577491845501,1.2845731108154497,0.20591543000000012,0.9198302013591864
BQ,0.7029875,0.7974676146,0.01,7.81997,0.7167488995490887,0.8781863296509114,-0.20253238539999951,0.942005791294375
BVp,0.935669,0.970556776,0.059741,3.02741,0.9493061474291974,0.9918074045708026,-0.029443223999999987,0.2439829825341348
BKa,0.942887,0.946081748,0.303326,2.34507,0.9276534490896854,0.9645100469103146,-0.05391825200000006,0.21684330166541918
RUV,1.00171,1.005676594,0.804227,2.0153,0.9976802517776118,1.0136729362223884,0.005676593999999995,0.09131337016502021
