,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.00114,1.002336378,0.914391,1.10284,0.999517230362307,1.0051555256376932,0.0023363779999999983,0.03221551900252423
V,0.376218,0.4233095294,0.01,2.55159,0.38556729891353314,0.46105175988646685,-0.5766904706000008,0.7194506839018776
Q,0.4229885,0.8900837044000001,0.036831,176.508,0.1989080022411629,1.5812594065588372,-0.10991629559999969,7.878307292146079
Vp,1.2055449999999999,1.2246688186,0.0506425,1.76015,1.2023355425450726,1.2470020946549276,0.22466881860000015,0.3395088582333088
Ka,0.41155949999999997,0.492907188,0.141176,1.66434,0.47008368169567155,0.5157306943043284,-0.5070928120000004,0.5699200821311246
BCL,0.956893,0.957999528,0.759809,1.14576,0.9521722933002824,0.9638267626997176,-0.04200047200000003,0.07858092458863027
BV,1.7126,3.0035188232,0.01,13.7701,2.7190570202683513,3.2879806261316484,2.0035188232000003,3.811205479081631
BQ,0.01,0.3618881294,0.01,6.38041,0.29279507668957194,0.430981182110428,-0.6381118706000036,1.013559583706911
BVp,0.89923,0.9578001819999999,0.283366,5.23316,0.9275759330921464,0.9880244309078535,-0.042199817999999986,0.3470502051310589
BKa,0.577361,0.5048255016,0.01,1.45075,0.4782882034403187,0.5313627997596813,-0.49517449840000055,0.5802378975826232
RUV,2.17453,2.19638772,1.48536,3.38309,2.1665892166885503,2.22618622331145,1.1963877200000013,1.243658761046132
