,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.00103,1.000508398,0.725645,1.34822,0.996215521396764,1.0048012746032362,0.0005083979999999996,0.04892986653668698
V,1.026685,1.03375239,0.743544,1.62368,1.024268671977038,1.0432361080229622,0.03375239000000001,0.11323612024624467
Q,0.9667245,1.007529078,0.678111,2.72156,0.9907669514475126,1.0242912045524872,0.007529077999999991,0.19119137805926817
Vp,1.007235,1.003225882,0.655558,1.31122,0.9968246161443931,1.0096271478556067,0.0032258819999999924,0.07302846438241734
Ka,0.997494,1.0005382919999999,0.728642,1.63873,0.9916546433993091,1.0094219406006908,0.0005382919999999943,0.10125108615662357
BCL,0.995336,0.997206846,0.81688,1.47639,0.9905280987519655,1.0038855932480344,-0.0027931539999999956,0.07617095045849172
BV,1.0202,1.010531114,0.01,1.85188,0.9923704491009095,1.0286917788990904,0.010531114000000006,0.2072503764975833
BQ,0.8290975,0.936046339,0.01,4.91305,0.877086867563089,0.995005810436911,-0.063953661,0.6750155378976505
BVp,0.9802605,0.98563851,0.605814,2.79208,0.971796267551553,0.999480752448447,-0.014361490000000006,0.15841658730530087
BKa,0.971049,0.9723764540000001,0.421204,1.4771,0.9609387008542308,0.9838142071457693,-0.027623546000000002,0.13325417950318116
RUV,1.004515,1.009138214,0.897327,2.56248,1.0015557231847254,1.0167207048152747,0.009138213999999999,0.08690176588803014
