,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.003025,1.0047479,0.863237,1.30816,1.0011867739596014,1.0083090260403984,0.004747899999999998,0.04086400201673839
V,1.183015,1.222386038,0.719829,2.28252,1.2011253811801363,1.2436466948198637,0.2223860380000001,0.32889469404468974
Q,1.0247199999999999,1.112757088,0.379989,2.61773,1.0839554847528332,1.1415586912471667,0.11275708800000003,0.34708676905440805
Vp,0.914277,0.891321068,0.247501,1.23512,0.8781001229490814,0.9045420130509186,-0.10867893200000003,0.18578622411300563
Ka,1.127235,1.128975314,0.648178,1.73206,1.1145759014285161,1.143374726571484,0.12897531399999998,0.2087299717794309
BCL,0.9918065,0.995691866,0.674491,2.25148,0.9875176270182096,1.0038661049817905,-0.004308133999999997,0.09326385312924829
BV,0.9681505,0.96832021,0.01,1.67156,0.9473444281091291,0.9892959918908709,-0.03167979000000001,0.24115726421849715
BQ,1.1070350000000002,1.2280375646,0.01,10.9679,1.1450151666263224,1.3110599625736774,0.2280375646000002,0.973321839073172
BVp,1.05645,1.08769751,0.576613,2.59021,1.0677942096067548,1.107600810393245,0.08769751,0.24320577607529403
BKa,1.051175,1.058411882,0.469242,1.59191,1.0420007267392433,1.0748230372607566,0.05841188200000004,0.19595155498885436
RUV,1.1835849999999999,1.20202204,1.00109,2.19135,1.1932653725567364,1.2107787074432634,0.20202203999999993,0.22532959444866538
