,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.0135999999999998,1.013358848,0.935273,1.12869,1.010586475454695,1.016131220545305,0.013358847999999994,0.034305475477363664
V,1.833145,1.778506608,0.013206,2.65918,1.7375846594242927,1.8194285565757073,0.778506607999999,0.9075248998936195
Q,0.8791655,116944.1723931974,0.0676377,36623300.0,-49535.04532569091,283423.39011208573,116943.17239319741,1901014.8280806185
Vp,0.5160425,0.5469880954,0.0137418,1.75308,0.5199720524572178,0.5740041383427823,-0.45301190460000024,0.5477484904867659
Ka,1.471955,1.454985014,0.461848,2.04927,1.4342620260966943,1.4757080019033058,0.454985014,0.5126356341416405
BCL,0.9871304999999999,0.985645624,0.806362,1.19735,0.9798583044669318,0.9914329435330682,-0.014354375999999992,0.06750370065455673
BV,0.743144,0.804337569,0.01,10.4597,0.7579872441084143,0.8506878938915856,-0.19566243099999983,0.5633397869619279
BQ,0.404563,3.058144858,0.01,449.343,1.168920283204066,4.947369432795934,2.058144857999996,21.630209583532164
BVp,1.5419049999999999,1.743241608,0.01,9.06576,1.6532395995976095,1.8332436164023904,0.7432416080000004,1.2667412717175566
BKa,1.41093,1.397884738,0.17513,2.31979,1.3733927881279129,1.422376687872087,0.39788473800000046,0.48603770359319864
RUV,1.9715449999999999,1.98367856,1.31979,3.52701,1.9611261572634824,2.0062309627365176,0.9836785600000006,1.0167061192901323
