,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.00116,1.00210339,0.927904,1.11169,0.9993598170332776,1.0048469629667225,0.0021033900000000006,0.031340003074186204
V,0.9654805,1.0041336888,0.01,2.35521,0.9648890220611652,1.043378355538835,0.004133688799999969,0.4473025490004676
Q,0.8546305000000001,0.950888586,0.110565,3.81012,0.912118854135066,0.9896583178649341,-0.04911141399999995,0.4445913219615179
Vp,1.02851,1.01488438,0.249763,1.71176,0.9895712877841834,1.0401974722158167,0.01488437999999999,0.28888474319652824
Ka,0.9538005,0.953524092,0.511974,1.51117,0.9379376589279514,0.9691105250720485,-0.04647590799999996,0.1836223432145446
BCL,0.991519,0.992612808,0.810034,1.20687,0.9868286419884045,0.9983969740115954,-0.007387191999999997,0.06633650562129421
BV,1.101555,1.1977626654,0.01,11.8998,1.1210049878567365,1.2745203429432634,0.1977626654000001,0.8969051226479183
BQ,0.5678289999999999,0.6322561766,0.01,2.78387,0.5782431280664382,0.6862692251335618,-0.3677438234000004,0.7170793712310439
BVp,0.9197595000000001,0.99551925,0.509895,2.508,0.9694053524205967,1.0216331475794034,-0.004480749999999993,0.2976617898470982
BKa,0.9207185,0.90943177,0.01,1.57214,0.8913734016419917,0.9274901383580082,-0.09056822999999987,0.22486247721282
RUV,1.0122200000000001,1.011363092,0.816825,1.22332,1.005095465954355,1.0176307180456452,0.011363092000000002,0.07233217131136048
