,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.0009899999999998,1.00138512,0.924724,1.09791,0.998652005320099,1.0041182346799007,0.001385119999999997,0.03118092253567877
V,1.000966,0.9859548122,0.01,2.12243,0.9466300249707504,1.0252795994292496,-0.014045187800000008,0.4484166196260903
Q,0.8764105,0.97864562,0.232934,4.28333,0.9398661020909833,1.0174251379090167,-0.021354379999999965,0.4424975730959842
Vp,1.0226199999999999,1.02812983,0.29506,1.74425,1.0027181798519638,1.053541480148036,0.028129830000000015,0.2909871864390906
Ka,0.9694275000000001,0.962940336,0.526109,1.63144,0.9474182239373949,0.978462448062605,-0.03705966400000003,0.18075025660901287
BCL,0.9917910000000001,0.992056618,0.80931,1.19854,0.9863867830995102,0.9977264529004898,-0.007943381999999997,0.06510722076287699
BV,1.12224,1.3052369478,0.01,12.3089,1.198591188662035,1.4118827069379651,0.3052369477999997,1.2532147895982133
BQ,0.5481050000000001,0.6461454034,0.01,2.99856,0.5906506642335273,0.7016401425664728,-0.3538545966000002,0.7247463616636541
BVp,0.930898,0.983728152,0.382587,2.13634,0.9603399786817687,1.0071163253182314,-0.016271848,0.2670583339513523
BKa,0.914986,0.922167262,0.244344,1.56113,0.9044157547146359,0.9399187692853641,-0.07783273800000003,0.2167741997744611
RUV,0.9945710000000001,0.995630482,0.780911,1.95229,0.9879305484189631,1.003330415581037,-0.004369518000000001,0.0878672061710966
