,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.0046849999999998,1.00707671,0.867712,1.33156,1.003383719611199,1.010769700388801,0.007076709999999999,0.04268090461616296
V,1.071135,1.0746402496,0.01,2.3145,1.0344340873564586,1.1148464118435415,0.0746402496,0.46428096149531534
Q,0.9750185,1.22891284,0.222231,24.4487,1.1190647240742657,1.3387609559257343,0.22891283999999978,1.272727882541202
Vp,0.9818614999999999,0.986522426,0.183062,1.79081,0.9598613293009683,1.0131835226990316,-0.013477574000000004,0.30416340307896667
Ka,1.0230899999999998,1.03466403,0.579597,1.51425,1.0190057164745705,1.0503223435254296,0.03466403000000002,0.1817979299277139
BCL,0.99463,0.997857576,0.834798,1.41461,0.9912682200986924,1.0044469319013076,-0.002142423999999998,0.07513145346420501
BV,1.0042149999999999,1.1720490394,0.01,12.8853,1.0587009423316371,1.285397136468363,0.1720490394000001,1.3032691738551858
BQ,0.8781325,0.9714419112,0.01,5.73906,0.8922985569782307,1.0505852654217693,-0.02855808879999985,0.9024729333014337
BVp,0.98426,1.044249716,0.407978,2.40076,1.0164734075303121,1.0720260244696878,0.044249715999999974,0.31965264089665835
BKa,1.048505,1.050937934,0.401655,1.75494,1.0303467632889662,1.0715291047110338,0.05093793400000002,0.24014826005349693
RUV,1.17836,1.188545272,0.950546,2.44459,1.1797486674095077,1.1973418765904924,0.188545272,0.21354368069514967
