,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.0001015,0.99092883,0.634677,1.10206,0.9860231514524083,0.9958345085475917,-0.00907117,0.056642596669979714
V,0.4233455,0.5184436698,0.01,2.49668,0.47281669733015713,0.5640706422698428,-0.4815563302000001,0.708746792721747
Q,0.26344100000000004,136350.630266629,0.01,45248100.0,-62026.275357575214,334727.53589083324,136349.63026662896,2265069.7778752255
Vp,1.0963,114817.579829604,0.18756,57408100.0,-110218.03159250888,339853.19125171687,114816.57982960404,2567368.236461204
Ka,0.294979,0.4914126168,0.0800383,2.26481,0.4570554454425206,0.5257697881574794,-0.5085873831999996,0.6418686575943882
BCL,0.9165829999999999,0.917669832,0.544145,1.16142,0.9109430087591253,0.9243966552408747,-0.08233016800000006,0.11249971720103123
BV,0.02316955,1.1325196168,0.01,14.2711,0.9002646528195243,1.3647745807804759,0.13251961679999963,2.6503957906243683
BQ,0.01,0.4635219064,0.01,9.70864,0.37918443228742427,0.5478593805125758,-0.5364780936000018,1.1007963112551438
BVp,1.16014,1.4228907478,0.01,9.37302,1.3230003429281039,1.522781152671896,0.42289074780000013,1.2144861362635024
BKa,0.01,0.2283681348,0.01,1.07872,0.20487419024886522,0.2518620793511348,-0.771631865200003,0.8167712375150841
RUV,3.591705,3.59630468,2.05905,6.04957,3.542213383152584,3.6503959768474155,2.59630468,2.6684947266449677
