,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.000985,1.001618724,0.927592,1.10103,0.9989380122387835,1.0042994357612167,0.001618723999999999,0.030595741150493464
V,0.975796,1.0076152454,0.01,2.35616,0.968711612985143,1.046518877814857,0.007615245399999946,0.44346196612797695
Q,0.8420970000000001,0.933018428,0.117026,3.66534,0.897629985640879,0.968406870359121,-0.06698157199999995,0.4088568751285319
Vp,1.025385,1.011859544,0.250479,1.7189,0.986887777121355,1.0368313108786449,0.011859544000000003,0.2848578334040121
Ka,0.9521405000000001,0.95130099,0.528773,1.44342,0.9358578135959921,0.966744166404008,-0.04869900999999994,0.1826234474622632
BCL,0.9902915000000001,0.992640046,0.809981,1.20514,0.9868519724529322,0.9984281195470678,-0.007359954000000002,0.06637773851518296
BV,1.1289,1.241368942,0.01,12.1127,1.1485640044663765,1.3341738795336235,0.24136894200000047,1.0849164453510531
BQ,0.5412145,0.6097358678,0.01,2.76186,0.5576892695834703,0.6617824660165297,-0.39026413220000084,0.7100574760217981
BVp,0.926432,0.99383893,0.478448,2.50873,0.9687639752779987,1.0189138847220014,-0.006161069999999992,0.2858533175598877
BKa,0.915161,0.904538844,0.01,1.57645,0.8864241776952831,0.9226535103047168,-0.09546115599999991,0.22745965774180693
RUV,0.9951030000000001,0.996032726,0.798961,1.21448,0.9898384634733555,1.0022269885266446,-0.0039672739999999955,0.07070928442498906
