,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.00119,0.999554526,0.688025,1.33844,0.9957310210418618,1.0033780309581382,-0.0004454739999999988,0.04357993019083439
V,1.0169,1.02051724,0.774676,1.55213,1.0139295926486966,1.0271048873513033,0.020517240000000006,0.07783429819749135
Q,0.997253,1.013736572,0.714742,1.75201,1.0039436139820372,1.0235295300179628,0.013736571999999987,0.11245545498710145
Vp,1.005,1.007057458,0.882582,1.15082,1.0030501854096638,1.0110647305903362,0.007057458000000004,0.04621416736311494
Ka,0.996434,1.00216964,0.726391,1.32109,0.9951618109584066,1.0091774690415933,0.00216964,0.07989983023674074
BCL,0.992138,0.994369862,0.814928,1.33203,0.9883442314648067,1.0003954925351932,-0.005630138000000005,0.06890634712981092
BV,0.992785,0.9785085428,0.01,1.42923,0.9647466211076235,0.9922704644923764,-0.021491457199999998,0.15831435819655496
BQ,0.9058459999999999,0.99860685,0.01,4.00213,0.9540484667602636,1.0431652332397365,-0.0013931500000000103,0.5078474082209754
BVp,0.98163,0.985241186,0.61247,1.4491,0.9765586754687169,0.9939236965312831,-0.014758814000000014,0.10005175974741275
BKa,0.9780305,0.980057168,0.658487,1.35945,0.9694610517116742,0.9906532842883258,-0.019942832000000018,0.1224027224151816
RUV,1.00478,1.007626244,0.831965,1.71014,1.0031534187322337,1.012099069267766,0.0076262439999999964,0.051545435266801255
