,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.00923,1.00765943,0.937536,1.07719,1.0014454755272482,1.0138733844727517,0.007659430000000006,0.03246207266503482
V,1.3899599999999999,1.49831382,0.766253,2.63367,1.4051440733772909,1.591483566622709,0.4983138200000003,0.6870432570348973
Q,1.02617,1.37984226,0.206668,11.516,1.116038321355538,1.643646198644462,0.37984226,1.3920419875793761
Vp,0.795434,0.73278045,0.01,1.24516,0.6738294367652415,0.7917314632347585,-0.26721955,0.4012079629761976
Ka,1.36092,1.38681085,0.699925,2.14456,1.3209559279783814,1.4526657720216187,0.3868108499999999,0.5112632611590335
BCL,0.9816475,0.98031348,0.841275,1.1627,0.9678836271921151,0.9927433328078848,-0.019686519999999996,0.06610054102289935
BV,0.874223,0.91501733,0.417128,1.53833,0.8687254837791878,0.9613091762208121,-0.08498267000000002,0.24989721329836792
BQ,1.1754799999999999,1.395358482,0.01,4.66283,1.1576348616695329,1.6330821023304671,0.39535848200000007,1.2699285156544107
BVp,1.088985,1.39563477,0.543092,10.307,1.1808860357101998,1.6103835042898003,0.3956347700000001,1.1597541767600192
BKa,1.227645,1.2094661,0.410342,1.95395,1.1513413410385032,1.2675908589614968,0.20946610000000004,0.36186268548649775
RUV,2.1614649999999997,2.1706843,1.74519,2.73946,2.1309481458056574,2.2104204541943426,1.1706842999999998,1.1879368182041503
