,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.003355,1.003972704,0.838812,1.31024,1.000516657905407,1.0074287500945929,0.003972703999999999,0.03958944236753026
V,1.0184950000000002,1.025653356,0.813563,1.36042,1.0187898375279296,1.0325168744720705,0.025653355999999978,0.08232461105343895
Q,1.012355,1.0258892,0.737038,1.87495,1.0164502641023028,1.0353281358976971,0.025889200000000005,0.11064976349673776
Vp,1.0076049999999999,1.00960776,0.844681,1.14789,1.0053756142977432,1.0138399057022567,0.009607759999999988,0.04918261624269289
Ka,0.9995485,1.006033582,0.777278,1.32124,0.9988725964495887,1.013194567550411,0.006033581999999998,0.08183865551716989
BCL,1.048195,1.048779894,0.850899,1.27451,1.0426225182876516,1.0549372697123482,0.04877989399999998,0.08546553853486208
BV,1.077655,1.074572618,0.62835,1.46957,1.0615915455750091,1.0875536904249907,0.074572618,0.16568058004446384
BQ,0.9430215,1.03339463,0.01,5.14388,0.9875841422517204,1.0792051177482798,0.03339463000000001,0.5231829876163805
BVp,1.0572,1.05765285,0.794805,1.4652,1.0492978539086841,1.0660078460913158,0.05765284999999996,0.11131731813653258
BKa,0.972746,0.973337924,0.595848,1.39254,0.9627670868954245,0.9839087611045755,-0.026662075999999986,0.12339396114920695
RUV,1.0050599999999998,1.006977044,0.880163,1.56087,1.0028164243695177,1.0111376636304825,0.006977043999999995,0.04793038202822922
