,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.00378,1.0052744624145786,0.86074,1.32188,1.0011973752186798,1.0093515496104775,0.005274462414578581,0.043853389861803156
V,1.28173,1.2987999703872437,0.674325,2.33681,1.2752713748713096,1.3223285659031778,0.2987999703872437,0.3903867959391296
Q,1.08887,1.176049173120729,0.318802,5.70546,1.1390433893664351,1.2130549568750228,0.176049173120729,0.43259031194779546
Vp,0.856014,0.8422011047835991,0.158711,1.22998,0.8283391815366841,0.8560630280305142,-0.15779889521640084,0.21635528656259612
Ka,1.22312,1.2258144760820047,0.637226,1.97862,1.2050598660530167,1.2465690861109926,0.2258144760820046,0.31639592071948286
BCL,0.995654,0.9961343280182232,0.814953,1.37539,0.9893600545341259,1.0029086015023205,-0.003865671981776772,0.07243875239413733
BV,0.971328,0.9840862095671982,0.265261,1.82258,0.9637704441214625,1.0044019750129338,-0.01591379043280182,0.2175141918516355
BQ,1.7802,1.8430455216400912,0.01,5.56162,1.7761945707363676,1.9098964725438148,0.8430455216400908,1.1046642676717542
BVp,1.1313,1.1515224464692484,0.283583,2.91302,1.1296104223466885,1.1734344705918083,0.15152244646924826,0.2787541175410857
BKa,1.21876,1.197309681093394,0.236819,1.79684,1.173451722447692,1.2211676397390963,0.19730968109339433,0.32222830346943176
RUV,1.33898,1.3530999339407745,0.997861,1.89544,1.3384466262814578,1.3677532416000913,0.3530999339407744,0.38621457379472013
