,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,0.9969475000000001,0.99717599,0.72841,1.16778,0.9878811010279616,1.0064708789720385,-0.002824009999999999,0.047270490388296164
V,0.9668335,0.956348298,0.01,2.18995,0.8773612632680344,1.0353353327319654,-0.043651702,0.4033514104679646
Q,0.8953635,1.04284123,0.336884,5.94802,0.9188890283451231,1.166793431654877,0.042841229999999994,0.6307074558408915
Vp,1.0222600000000002,1.04982942,0.237476,1.74315,0.9979275321474673,1.1017313078525326,0.04982942000000002,0.2681534673868306
Ka,0.9179744999999999,0.97018427,0.720795,2.30387,0.9280192737726463,1.0123492662273537,-0.02981573000000002,0.21611968438184892
BCL,0.9901329999999999,0.9997242,0.847206,1.36603,0.983758838655496,1.0156895613445038,-0.00027580000000000605,0.08104958083037815
BV,1.095285,1.33426715,0.01,10.155,1.084646380451507,1.5838879195484932,0.33426715000000023,1.3105601034527834
BQ,0.6911635,0.796596353,0.01,3.35658,0.643527428925219,0.949665277074781,-0.203403647,0.803243922335448
BVp,0.92994,0.93900636,0.145636,1.86925,0.8920305923044178,0.9859821276955822,-0.06099363999999996,0.24615176187592072
BKa,0.9334085,0.95410379,0.502191,2.31374,0.9071584339542346,1.0010491460457656,-0.04589621000000002,0.242700055463055
RUV,0.9969600000000001,0.99826738,0.884579,1.26019,0.9873815084164124,1.0091532515835877,-0.001732619999999998,0.05528993227143617
