,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.00084,1.002233482,0.745335,1.35117,0.9978108871378679,1.0066560768621322,0.002233481999999996,0.05045512253519951
V,1.110185,1.122503308,0.737281,1.95805,1.1097522116837013,1.1352544043162986,0.122503308,0.19007190230875262
Q,0.9860085000000001,1.039121698,0.51641,6.23333,1.0107070568752339,1.067536339124766,0.039121697999999996,0.32620476675316995
Vp,0.958302,0.949733188,0.410198,1.31624,0.9414594957888759,0.958006880211124,-0.05026681199999996,0.10685891039918011
Ka,1.03646,1.055924562,0.73809,1.78683,1.0455653222058603,1.0662838017941396,0.05592456199999998,0.1306425350552644
BCL,0.9924755000000001,0.998942536,0.81807,1.65729,0.9914442304197918,1.0064408415802082,-0.0010574639999999945,0.08546702004190856
BV,0.9906645000000001,0.985916628,0.01,1.71037,0.9684765221978969,1.003356733802103,-0.014083372000000005,0.199268506914314
BQ,0.949749,1.0501045274,0.01,6.14134,0.9852529684674073,1.1149560863325927,0.05010452740000002,0.7408293185701503
BVp,1.011525,1.018922514,0.103562,1.94398,1.0055279362530516,1.0323170917469484,0.018922514000000036,0.15383034760052378
BKa,1.022215,1.02480706,0.272495,1.72972,1.010646627018795,1.0389674929812052,0.024807059999999992,0.1632861702484812
RUV,1.025955,1.030027796,0.865112,1.73739,1.0240781590139538,1.035977432986046,0.030027795999999978,0.0741609159896505
