,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.0011450000000002,1.000512954,0.878882,1.09154,0.9977559396840266,1.0032699683159734,0.0005129540000000004,0.031426720422563975
V,0.8710985,0.857684952,0.389521,1.38788,0.8425143195473278,0.8728555844526721,-0.14231504800000003,0.2239407959433564
Q,0.830006,0.824410452,0.332621,1.41733,0.8082723264374534,0.8405485775625465,-0.17558954799999996,0.25428793735984406
Vp,1.081035,1.07621674,0.787231,1.23721,1.0697384443453126,1.0826950356546874,0.07621673999999998,0.10611604697000351
Ka,0.8321635000000001,0.824032234,0.355353,1.44839,0.8080059599744296,0.8400585080255705,-0.175967766,0.2536296363350507
BCL,0.9816755,0.98089866,0.785596,1.17578,0.9753303710928082,0.9864669489071919,-0.01910134000000001,0.06627575410818047
BV,1.129155,1.133485016,0.498384,1.68332,1.1160538137594305,1.1509162182405697,0.13348501599999996,0.23934810469516565
BQ,0.5245715,0.584571407,0.01,3.99513,0.5342958238123134,0.6348469901876865,-0.41542859300000035,0.7077548921915767
BVp,0.968519,0.9700764,0.581307,1.21063,0.9619793430571147,0.9781734569428852,-0.02992360000000001,0.09701481726548784
BKa,0.9137835,0.913632632,0.348871,1.51828,0.9000122051611495,0.9272530588388505,-0.08636736799999992,0.1776445567608533
RUV,1.334685,1.36150894,1.09841,1.81902,1.3490139391363118,1.3740039408636882,0.3615089400000001,0.38854746645242705
