,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.001445,1.002110942,0.886267,1.1016,0.9993496141514154,1.0048722698485846,0.0021109420000000037,0.031542412047178635
V,0.9736845000000001,0.9911935802,0.01,2.386,0.9515469613071672,1.0308401990928329,-0.008806419800000008,0.4519504258360938
Q,0.8941250000000001,0.992544554,0.127614,5.81849,0.9479833744056875,1.0371057335943126,-0.0074554459999999646,0.5079320868518803
Vp,1.02436,1.025165716,0.233425,1.78273,0.9994638712686208,1.0508675607313793,0.025165715999999994,0.2940107749508509
Ka,0.9567015000000001,0.958814438,0.526663,1.47901,0.9431179734579987,0.9745109025420012,-0.041185562000000044,0.18357704022647822
BCL,0.9921854999999999,0.992618388,0.807513,1.20905,0.9867773499754523,0.9984594260245477,-0.007381612000000002,0.06698008543285086
BV,1.105585,1.2370157232,0.01,11.9808,1.1472682789629367,1.3267631674370635,0.23701572320000003,1.04997997406382
BQ,0.6375595000000001,0.6937527562,0.01,3.48489,0.6368006450184689,0.7507048673815311,-0.3062472437999999,0.7177178841752095
BVp,0.9080825,0.991700536,0.509212,2.60331,0.9653030397387655,1.0180980322612343,-0.00829946400000001,0.30097477576302634
BKa,0.9331225000000001,0.922167634,0.01,1.48229,0.9035026641772139,0.9408326038227861,-0.07783236599999997,0.22652170541315025
RUV,1.0383149999999999,1.036484168,0.834535,1.2371,1.030073265807051,1.0428950701929491,0.03648416800000001,0.08166934795588857
