,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,0.994808,0.994694526,0.915487,1.08913,0.991987724430589,0.9974013275694109,-0.005305473999999998,0.031303124459996015
V,0.2882165,0.329461244,0.149053,2.39255,0.3137522681363714,0.34517021986362856,-0.6705387559999998,0.6940299292448622
Q,0.189863,0.2272360372,0.0676832,1.3976,0.21361319218583213,0.24085888221416785,-0.7727639627999994,0.7882074384847041
Vp,1.083795,1.070790062,0.159077,1.31609,1.061565216484653,1.080014907515347,0.070790062,0.1267490116951529
Ka,0.231678,0.270660394,0.130131,1.73185,0.2568674121047917,0.28445337589520836,-0.7293396059999996,0.7460891295706396
BCL,0.946768,0.94641612,0.736324,1.13652,0.940573871782253,0.9522583682177469,-0.05358388,0.08546878076198347
BV,1.3467699999999998,1.2839613838,0.01,2.1296,1.2522772639722368,1.315645503627763,0.2839613838,0.45938773386914633
BQ,0.01,0.3696016212,0.01,3.32566,0.31668613546476715,0.42251710693523287,-0.6303983788000032,0.872424451488868
BVp,1.25675,1.282440502,0.716824,4.72442,1.2571271410146785,1.3077538629853216,0.282440502,0.4037415692787431
BKa,0.642693,0.6086136246,0.01,1.1667,0.59148275236615,0.62574449683385,-0.39138637539999993,0.43738336707318864
RUV,2.49345,2.4949389,1.75544,3.40234,2.469791499535216,2.520086300464784,1.494938900000001,1.522165923123166
