,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,0.999007,0.99964557,0.933116,1.06911,0.993420248517643,1.0058708914823569,-0.00035442999999999114,0.031605204175420225
V,1.013825,0.983799871,0.01,1.96654,0.8879742202802754,1.0796255217197246,-0.01620012899999998,0.4867343177997461
Q,0.9453385,1.10209874,0.273889,4.34144,0.9899947888457078,1.2142026911542922,0.10209874000000006,0.5781882978188679
Vp,1.01695,1.03881995,0.327126,1.73944,0.9764486490190377,1.101191250980962,0.03881995000000002,0.31900248186415414
Ka,0.9460630000000001,0.97435844,0.552681,1.46226,0.9351084871239668,1.0136083928760333,-0.025641559999999994,0.20089783018454926
BCL,0.9918045,0.99165758,0.830152,1.18256,0.9786129163306443,1.0047022436693558,-0.008342420000000007,0.06674542130393665
BV,1.102535,1.291213527,0.01,12.4249,1.030642922609664,1.551784131390336,0.2912135270000001,1.3544781741143053
BQ,0.8623514999999999,0.88159386,0.01,3.21874,0.7283189779318591,1.0348687420681408,-0.11840614000000005,0.7870665743505947
BVp,0.879478,0.98482751,0.535737,2.48286,0.9205443548794282,1.0491106651205717,-0.01517248999999999,0.32668980002569725
BKa,1.015425,1.01239508,0.540766,1.64333,0.9690926213038003,1.0556975386961995,0.012395079999999994,0.22017669495321257
RUV,1.158085,1.15453227,0.983114,1.36719,1.137747542003011,1.171316997996989,0.15453227000000008,0.17646739311275048
