,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.0015049999999999,1.001899308,0.808558,1.30756,0.9983080298868997,1.0054905861131005,0.0018993079999999993,0.040974935970663824
V,0.9963375,0.9846312666,0.01,2.0816,0.9512679974041005,1.0179945357958995,-0.015368733400000001,0.3805618193624589
Q,0.912243,1.053142044,0.307004,8.34308,0.997146265257378,1.1091378227426223,0.05314204399999999,0.6404096930732294
Vp,1.02733,1.034465296,0.298677,1.73622,1.012707859327659,1.056222732672341,0.03446529600000001,0.25035979454763096
Ka,0.949998,0.97040811,0.599012,2.18266,0.9559959071496625,0.9848203128503376,-0.02959189000000002,0.16690451818413427
BCL,0.992565,0.992840978,0.793579,1.5261,0.9864406360639977,0.9992413199360024,-0.0071590219999999975,0.07329710427937794
BV,1.077185,1.17889062,0.01,10.6794,1.1070973854877488,1.2506838545122512,0.17889062000000003,0.8375762378435571
BQ,0.7103645000000001,0.800694725,0.01,6.25328,0.7274758025670004,0.8739136474329997,-0.1993052749999996,0.8579686434435495
BVp,0.928952,0.972951512,0.522301,2.25238,0.952072752464781,0.993830271535219,-0.027048488000000013,0.23949392932815652
BKa,0.937398,0.9427986,0.435878,1.94371,0.9248815066722558,0.9607156933277443,-0.05720140000000003,0.21206680216195092
RUV,1.044665,1.051979476,0.887049,2.51754,1.0425329854217358,1.0614259665782644,0.05197947599999998,0.11955550374705463
