,Median,Mean,Min,Max,95CIlo,95CIup,rBias,rRMSE
CL,1.00386,1.002861132,0.926363,1.0952,1.0001675646208048,1.0055546993791953,0.002861132000000001,0.03083244777697678
V,1.072425,1.07190096,1.00018,1.13656,1.0699266867362545,1.0738752332637456,0.07190096,0.07533963652420947
Ka,2.2768249999999997,2.27442312,1.94808,2.67495,2.263887807057324,2.2849584329426755,1.2744231199999998,1.2800672236314776
BCL,0.9888060000000001,0.989370388,0.81407,1.20113,0.9836905500026735,0.9950502259973265,-0.010629611999999997,0.0656017466032422
BV,0.6857835,0.689024132,0.5326,0.838053,0.6844797401541559,0.6935685238458441,-0.31097586800000004,0.3152595603607669
BKa,1.7041650000000002,1.7030921,1.18262,2.08393,1.6903551964789345,1.7158290035210657,0.7030920999999996,0.7179218469834999
RUV,1.366415,1.3716909,1.18602,1.65117,1.3653523196298545,1.3780294803701454,0.37169090000000005,0.37864645514542977
