design,per,X,Median,Mean,Min,Max,X95CIlo,X95CIup,rBias,rRMSE
SD2,A3,BVp,1.25675,1.282440502,0.716824,4.72442,1.25712714101468,1.30775386298532,0.282440502,0.403741569278743
SD2,A3,BKa,0.642693,0.6086136246,0.01,1.1667,0.59148275236615,0.62574449683385,-0.3913863754,0.437383367073189
SD2,A3,RUV,2.49345,2.4949389,1.75544,3.40234,2.46979149953522,2.52008630046478,1.4949389,1.52216592312317
SD2,All,CL,1.001845,1.00187324,0.923479,1.0837,0.999181704783598,1.0045647752164,0.00187324,0.0307333899047925
SD2,All,V,1.11792,1.120793772,0.972376,1.24375,1.11713461242754,1.12445293157246,0.120793772,0.127790475298247
SD2,All,Ka,2.221,1.254396e+48,1.66871,6.27198e+50,-1.20417498235111e+48,3.71296698235111e+48,1.254396e+48,2.80491472670383e+49
SD2,All,BCL,0.9622885,0.965776668,0.694837,1.22787,0.959655136137215,0.971898199862785,-0.034223332,0.077710651027282
SD2,All,BV,0.736777,0.7370076,0.478378,1.10515,0.730642128961354,0.743373071038646,-0.2629924,0.272815672780132
SD2,All,BKa,1.705945,4.209940511,0.01,331.01,2.39898926185109,6.02089176014891,3.209940511,20.8880789675454
SD2,All,RUV,3.13592,3.34655368,2.44455,4.68468,3.29935415990044,3.39375320009956,2.34655368,2.4074263258166
SD2,B,CL,1.00103,1.000508398,0.725645,1.34822,0.996215521396764,1.00480127460324,0.000508398,0.048929866536687
SD2,B,V,1.026685,1.03375239,0.743544,1.62368,1.02426867197704,1.04323610802296,0.03375239,0.113236120246245
SD2,B,Q,0.9667245,1.007529078,0.678111,2.72156,0.990766951447513,1.02429120455249,0.00752907799999999,0.191191378059268
SD2,B,Vp,1.007235,1.003225882,0.655558,1.31122,0.996824616144393,1.00962714785561,0.00322588199999999,0.0730284643824173
SD2,B,Ka,0.997494,1.000538292,0.728642,1.63873,0.991654643399309,1.00942194060069,0.000538291999999994,0.101251086156624
SD2,B,BCL,0.995336,0.997206846,0.81688,1.47639,0.990528098751965,1.00388559324803,-0.002793154,0.0761709504584917
SD2,B,BV,1.0202,1.010531114,0.01,1.85188,0.99237044910091,1.02869177889909,0.010531114,0.207250376497583
SD2,B,BQ,0.8290975,0.936046339,0.01,4.91305,0.877086867563089,0.995005810436911,-0.063953661,0.67501553789765
SD2,B,BVp,0.9802605,0.98563851,0.605814,2.79208,0.971796267551553,0.999480752448447,-0.01436149,0.158416587305301
SD2,B,BKa,0.971049,0.972376454,0.421204,1.4771,0.960938700854231,0.983814207145769,-0.027623546,0.133254179503181
SD2,B,RUV,1.004515,1.009138214,0.897327,2.56248,1.00155572318473,1.01672070481527,0.009138214,0.0869017658880301
SD2,D,CL,1.00352,1.004607632,0.806036,1.31075,1.00088834350749,1.00832692049251,0.00460763199999999,0.0426395479490578
SD2,D,V,1.030195,1.037772102,0.527193,2.0308,1.02701455403645,1.04852964996355,0.037772102,0.12829350122675
SD2,D,Q,1.00114,1.037702192,0.648385,2.79029,1.02019635543352,1.05520802856648,0.037702192,0.20305031845944
SD2,D,Vp,1.012915,1.007011728,0.467594,1.32738,1.0000310318819,1.0139924241181,0.007011728,0.0798694992869243
SD2,D,Ka,1.005735,1.011742268,0.720401,1.78246,1.002373033272,1.021111502728,0.011742268,0.107427694852733
SD2,D,BCL,1.046875,1.050823996,0.789165,1.48239,1.04393139056708,1.05771660143292,0.0508239960000001,0.0935644216247608
SD2,D,BV,1.164345,1.172109692,0.345765,2.90086,1.15333714071276,1.19088224328724,0.172109692,0.274589018745907
SD2,D,BQ,0.906603,0.985951363,0.01,5.27447,0.932409546846644,1.03949317915336,-0.014048637,0.610394115774501
SD2,D,BVp,1.023545,1.03116557,0.666935,1.74261,1.01960700749269,1.04272413250731,0.03116557,0.135372778456993
SD2,D,BKa,0.963101,0.962425192,0.59175,1.51878,0.950933067256016,0.973917316743984,-0.037574808,0.136262361762197
SD2,D,RUV,1.002605,1.007617446,0.862875,1.77492,1.00151018391118,1.01372470808882,0.00761744600000001,0.0700219018395673
SD2,D2,CL,1.019735,1.020130828,0.692483,1.33844,1.0155068605492,1.0247547954508,0.020130828,0.0564147255585632
SD2,D2,V,1.03701,1.055895954,0.417613,1.99985,1.04247913360241,1.06931277439759,0.055895954,0.162811356618235
SD2,D2,Q,1.09899,1.154672012,0.82767,5.2885,1.12509509587326,1.18424892812674,0.154672012,0.370888008723501
SD2,D2,Vp,1.02207,1.013313086,0.481581,1.42844,1.00453988721822,1.02208628478177,0.013313086,0.100873204237488
SD2,D2,Ka,1.046565,1.058485358,0.839041,1.82519,1.0482485761551,1.0687221398449,0.058485358,0.130509881629714
SD2,D2,BCL,1.20961,1.21843115,0.99199,1.88194,1.21015454710914,1.22670775289086,0.21843115,0.237929609729958
SD2,D2,BV,1.605115,1.600611626,0.530534,3.3748,1.57562925947676,1.62559399252324,0.600611626,0.664685220637644
SD2,D2,BQ,1.0691,1.157899004,0.01,5.04467,1.09933688300588,1.21646112499412,0.157899004,0.685873234879213
SD2,D2,BVp,1.13873,1.150216006,0.417245,2.95254,1.13281654768922,1.16761546431078,0.150216006,0.248777993936566
